Photo,"Label (1 = Striped, 0 = Unstriped)"
00000001_000.jpg,0
00000001_005.jpg,1
00000001_008.jpg,
00000001_011.jpg,1
00000001_012.jpg,1
00000001_016.jpg,0
00000001_017.jpg,1
00000001_020.jpg,0
00000001_024.jpg,1
00000001_027.jpg,0
00000001_029.jpg,1
00000002_001.jpg,1
00000002_003.jpg,1
00000002_008.jpg,0
00000002_026.jpg,1
00000003_007.jpg,0
00000003_009.jpg,0
00000003_012.jpg,0
00000003_013.jpg,0
00000003_015.jpg,0
00000003_020.jpg,0
00000003_024.jpg,1
00000003_026.jpg,1
00000003_029.jpg,0
00000004_003.jpg,0
00000004_007.jpg,0
00000004_008.jpg,1
00000004_012.jpg,1
00000004_018.jpg,1
00000004_023.jpg,0
00000004_028.jpg,1
00000005_000.jpg,1
00000005_001.jpg,1
00000005_012.jpg,0
00000005_017.jpg,1
00000005_020.jpg,1
00000005_022.jpg,1
00000005_023.jpg,1
00000006_006.jpg,1
00000006_008.jpg,0
00000006_009.jpg,1
00000006_011.jpg,1
00000006_013.jpg,1
00000006_016.jpg,0
00000006_022.jpg,0
00000006_024.jpg,1
00000006_025.jpg,0
00000006_029.jpg,1
00000007_000.jpg,0
00000007_002.jpg,1
00000007_004.jpg,1
00000007_005.jpg,0
00000007_006.jpg,1
00000007_007.jpg,0
00000007_008.jpg,0
00000007_012.jpg,0
00000007_013.jpg,0
00000007_014.jpg,0
00000007_015.jpg,0
00000007_022.jpg,0
00000008_002.jpg,0
00000008_003.jpg,0
00000008_007.jpg,1
00000008_018.jpg,0
00000008_028.jpg,0
00000008_029.jpg,0
00000009_003.jpg,1
00000009_004.jpg,1
00000009_005.jpg,1
00000009_009.jpg,0
00000009_013.jpg,1
00000009_015.jpg,0
00000009_016.jpg,0
00000009_021.jpg,0
00000009_022.jpg,0
00000009_023.jpg,0
00000009_026.jpg,1
00000010_000.jpg,0
00000010_003.jpg,1
00000010_006.jpg,0
00000010_027.jpg,0
00000010_028.jpg,1
00000010_029.jpg,0
00000011_001.jpg,1
00000011_002.jpg,
00000011_003.jpg,1
00000011_004.jpg,1
00000011_007.jpg,1
00000011_010.jpg,0
00000011_014.jpg,1
00000011_015.jpg,0
00000011_016.jpg,0
00000011_017.jpg,0
00000011_020.jpg,1
00000011_023.jpg,0
00000011_025.jpg,0
00000011_027.jpg,0
00000012_010.jpg,0
00000012_022.jpg,0
00000012_025.jpg,1
00000012_028.jpg,0
00000013_005.jpg,1
00000013_006.jpg,1
00000013_009.jpg,0
00000013_011.jpg,0
00000013_014.jpg,0
00000013_017.jpg,0
00000013_021.jpg,1
00000013_022.jpg,1
00000013_025.jpg,0
00000013_026.jpg,0
00000013_029.jpg,0
00000014_001.jpg,0
00000014_003.jpg,0
00000014_027.jpg,0
00000015_000.jpg,1
00000015_013.jpg,0
00000015_016.jpg,0
00000015_018.jpg,0
00000015_019.jpg,0
00000015_020.jpg,1
00000015_021.jpg,1
00000015_022.jpg,0
00000015_026.jpg,1
00000015_028.jpg,1
00000015_029.jpg,0
00000016_013.jpg,1
00000016_015.jpg,0
00000016_018.jpg,0
00000016_019.jpg,0
00000016_022.jpg,1
00000016_027.jpg,1
00000017_000.jpg,0
00000017_001.jpg,0
00000017_002.jpg,0
00000017_003.jpg,0
00000017_005.jpg,0
00000017_007.jpg,0
00000017_008.jpg,1
00000017_019.jpg,1
00000017_020.jpg,1
00000018_006.jpg,0
00000018_023.jpg,0
00000018_024.jpg,0
00000018_025.jpg,1
00000018_029.jpg,0
00000019_000.jpg,1
00000019_004.jpg,0
00000019_006.jpg,0
00000019_010.jpg,0
00000019_015.jpg,0
00000019_020.jpg,0
00000019_022.jpg,0
00000019_024.jpg,0
00000019_025.jpg,0
00000019_026.jpg,0
00000019_027.jpg,1
00000020_001.jpg,
00000020_002.jpg,
00000020_004.jpg,
00000020_005.jpg,
00000020_006.jpg,
00000020_015.jpg,
00000020_017.jpg,
00000020_018.jpg,
00000021_008.jpg,
00000021_018.jpg,
00000021_019.jpg,
00000022_003.jpg,
00000022_005.jpg,
00000022_008.jpg,
00000022_009.jpg,
00000022_010.jpg,
00000022_011.jpg,
00000022_013.jpg,
00000022_014.jpg,
00000022_021.jpg,
00000022_022.jpg,
00000022_024.jpg,
00000022_028.jpg,
00000023_001.jpg,
00000023_005.jpg,
00000023_006.jpg,
00000023_007.jpg,
00000023_011.jpg,
00000023_020.jpg,
00000023_025.jpg,
00000024_000.jpg,
00000024_001.jpg,
00000024_008.jpg,
00000024_009.jpg,
